Device,Test Name,Test Status,Message(s),Test description,Test category
SF-FD-Leaf-3D,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Leaf-3D,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Leaf-3D,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Leaf-3D,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Leaf-3D,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Leaf-3D,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:49 SF-FD-Leaf-3D ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1403) -- Master ProcMgr (PID=1403) exiting.
 Dec 17 12:59:49 SF-FD-Leaf-3D Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1830) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:49 SF-FD-Leaf-3D Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1830))
 Dec 17 12:59:49 SF-FD-Leaf-3D ConfigAgent: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to Sysdb (pid:1610) at tbl://sysdb/+n closed by peer (EOF)
 Dec 17 12:59:49 SF-FD-Leaf-3D ConfigAgent: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://sysdb/+n-in)(Sysdb (pid:1610))
 Dec 17 12:59:49 SF-FD-Leaf-3D ConfigAgent: %FWK-3-MOUNT_CLOSED_EXIT: Process exiting.
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-3D,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Leaf-3D,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Leaf-3D,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Leaf-3D,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-3D,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-3D,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-3D,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-3D,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-3D,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-3D,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-3D,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-3D,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Leaf-3E,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Leaf-3E,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Leaf-3E,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Leaf-3E,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Leaf-3E,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Leaf-3E,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Leaf-3E,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Leaf-3E,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Leaf-3E,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Leaf-3E,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Leaf-3E,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Leaf-3E,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Leaf-3E,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Leaf-3E,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Leaf-3E,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Leaf-3E,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Leaf-3E,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:36 SF-FD-Leaf-3E ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1401) -- Master ProcMgr (PID=1401) exiting.
 Dec 17 12:59:36 SF-FD-Leaf-3E Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1815) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:36 SF-FD-Leaf-3E Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1815))
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Leaf-3E,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Leaf-3E,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Leaf-3E,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Leaf-3E,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Leaf-3E,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Leaf-3E,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Leaf-3E,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Leaf-3E,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Leaf-3E,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Spine-1,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
SF-FD-Spine-1,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Spine-1,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Spine-1,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Spine-1,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
SF-FD-Spine-1,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Spine-1,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Spine-1,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Spine-1,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Spine-1,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Spine-1,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Spine-1,VerifyInterfaceDiscards,failure,Interface: Management1 - Non-zero discard counter(s): inDiscards: 2,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Spine-1,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Spine-1,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Spine-1,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Spine-1,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Spine-1,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Spine-1,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Spine-1,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:51 SF-FD-Spine-1 ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1433) -- Master ProcMgr (PID=1433) exiting.
 Dec 17 12:59:51 SF-FD-Spine-1 Stp: %FWK-3-SOCKET_CLOSE_REMOTE: Connection to StpTxRx (pid:1853) at tbl://stpTxRxListen/+n closed by peer (EOF)
 Dec 17 12:59:51 SF-FD-Spine-1 Stp: %FWK-3-MOUNT_PEER_CLOSED: Peer closed socket connection. (tbl://stpTxRxListen/+n-in)(StpTxRx (pid:1853))
 Dec 17 13:00:52 SF-FD-Spine-1 Bgp: %BGP-3-NOTIFICATION: sent to neighbor 10.250.15.9 (VRF default AS 65352) 6/5 (Cease/connection rejected) 0 bytes
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Spine-1,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Spine-1,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Spine-1,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Spine-1,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Spine-1,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Spine-1,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Spine-1,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Spine-1,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Spine-1,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Spine-1,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Spine-1,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Spine-1,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
SF-FD-Spine-2,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
SF-FD-Spine-2,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
SF-FD-Spine-2,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
SF-FD-Spine-2,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
SF-FD-Spine-2,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
SF-FD-Spine-2,VerifyEnvironmentCooling,skipped,VerifyEnvironmentCooling test is not supported on vEOS-lab,Verifies the status of power supply fans and all fan trays.,Hardware
SF-FD-Spine-2,VerifyEnvironmentPower,skipped,VerifyEnvironmentPower test is not supported on vEOS-lab,Verifies the power supplies state and input voltage.,Hardware
SF-FD-Spine-2,VerifyEnvironmentSystemCooling,skipped,VerifyEnvironmentSystemCooling test is not supported on vEOS-lab,Verifies the device's system cooling status.,Hardware
SF-FD-Spine-2,VerifyTemperature,skipped,VerifyTemperature test is not supported on vEOS-lab,Verifies if the device temperature is within acceptable limits.,Hardware
SF-FD-Spine-2,VerifyTransceiversTemperature,skipped,VerifyTransceiversTemperature test is not supported on vEOS-lab,Verifies if all the transceivers are operating at an acceptable temperature.,Hardware
SF-FD-Spine-2,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
SF-FD-Spine-2,VerifyInterfaceDiscards,failure,Interface: Management1 - Non-zero discard counter(s): inDiscards: 2,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
SF-FD-Spine-2,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
SF-FD-Spine-2,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
SF-FD-Spine-2,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
SF-FD-Spine-2,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
SF-FD-Spine-2,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
SF-FD-Spine-2,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on vEOS-lab,Verifies there are no interface storm-control drop counters.,Interfaces
SF-FD-Spine-2,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec 17 12:59:53 SF-FD-Spine-2 ProcMgr: %PROCMGR-3-SHUTDOWNREQUESTED: ProcMgr shutdown requested via SIGQUIT or SIGTERM to worker (PID=1431) -- Master ProcMgr (PID=1431) exiting.
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
SF-FD-Spine-2,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
SF-FD-Spine-2,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
SF-FD-Spine-2,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
SF-FD-Spine-2,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
SF-FD-Spine-2,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
SF-FD-Spine-2,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
SF-FD-Spine-2,VerifyCoredump,success,,Verifies there are no core dump files.,System
SF-FD-Spine-2,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
SF-FD-Spine-2,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
SF-FD-Spine-2,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
SF-FD-Spine-2,VerifyNTP,success,,Verifies if NTP is synchronised.,System
SF-FD-Spine-2,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
